摘要,应用版本,错误次数,最后发生时间,dSYM UUID,CPU Type,错误堆栈,Symbol 1,Symbol 2,Symbol 3,Symbol 4,Symbol 5,Symbol 6,Symbol 7,Symbol 8,Symbol 9,Symbol 10,Symbol 11,Symbol 12,Symbol 13,Symbol 14
*** Collection <__NSCFArray: 0x1269c1d30> was mutated while being enumerated.,1.1.0,7,2018-05-17 22:49:53,072BB681-7415-325B-AF5E-2E78FF711030,arm64,"[""*** Collection <__NSCFArray: 0x1269c1d30> was mutated while being enumerated."", ""(null)"", ""(("", ""\t0   CoreFoundation                      0x00000001832ecf60 <redacted> + 148"", ""\t1   libobjc.A.dylib                     0x0000000198797f80 objc_exception_throw + 56"", ""\t2   CoreFoundation                      0x00000001832ec97c <redacted> + 0"", ""\t3   CoreFoundation                      0x00000001832df0a0 <redacted> + 356"", ""\t4   OU_iPhone                           0x100042860 OU_iPhone + 272480"", ""\t5   CoreFoundation                      0x00000001832df0f0 <redacted> + 436"", ""\t6   OU_iPhone                           0x1000427dc OU_iPhone + 272348"", ""\t7   OU_iPhone                           0x10005e0b4 OU_iPhone + 385204"", ""\t8   OU_iPhone                           0x1000ab8a8 OU_iPhone + 702632"", ""\t9   OU_iPhone                           0x1000ab7ac OU_iPhone + 702380"", ""\t10  OU_iPhone                           0x10008dfdc OU_iPhone + 581596"", ""\t11  CoreFoundation                      0x00000001831ea5d0 <redacted> + 100"", ""\t12  CoreFoundation                      0x00000001831e1320 <redacted> + 188"", ""\t13  OU_iPhone                           0x10008df38 OU_iPhone + 581432"", ""\t14  OU_iPhone                           0x10008deb4 OU_iPhone + 581300"", ""\t15  OU_iPhone                           0x10008c8b4 OU_iPhone + 575668"", ""\t16  OU_iPhone                           0x10008d494 OU_iPhone + 578708"", ""\t17  OU_iPhone                           0x1000ad7c8 OU_iPhone + 710600"", ""\t18  OU_iPhone                           0x1000ac558 OU_iPhone + 705880"", ""\t19  OU_iPhone                           0x10004dbbc OU_iPhone + 318396"", ""\t20  libdispatch.dylib                   0x0000000198fa96e8 <redacted> + 24"", ""\t21  libdispatch.dylib                   0x0000000198fa96a8 <redacted> + 16"", ""\t22  libdispatch.dylib                   0x0000000198faedb0 _dispatch_main_queue_callback_4CF + 1844"", ""\t23  CoreFoundation                      0x00000001832a41f8 <redacted> + 12"", ""\t24  CoreFoundation                      0x00000001832a2060 <redacted> + 1628"", ""\t25  CoreFoundation                      0x00000001831d0ca0 CFRunLoopRunSpecific + 384"", ""\t26  GraphicsServices                    0x000000018e754088 GSEventRunModal + 180"", ""\t27  UIKit                               0x00000001888e8ffc UIApplicationMain + 204"", ""\t28  OU_iPhone                           0x10008e564 OU_iPhone + 583012"", ""\t29  libdyld.dylib                       0x0000000198fda8b8 <redacted> + 4"", "")"", """", ""dSYM UUID: 072BB681-7415-325B-AF5E-2E78FF711030"", ""CPU Type: arm64"", ""Slide Address: 0x0000000100000000"", ""Binary Image: OU_iPhone"", ""Base Address: 0x00000001000e0000""]",0x100042860,0x1000427dc,0x10005e0b4,0x1000ab8a8,0x1000ab7ac,0x10008dfdc,0x10008df38,0x10008deb4,0x10008c8b4,0x10008d494,0x1000ad7c8,0x1000ac558,0x10004dbbc,0x10008e564
